"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Dehazing Underwater Images Using Encoder Decoder Based Generic Model-Agnostic Convolutional Neural Network","R. Thomas; L. Thampi; S. Kamal; A. A. Balakrishnan; T. P. Mithun Haridas; M. H. Supriya","Department of Electronics, Cochin University of Science & Technology, Kochi, India; Department of Electronics, Cochin University of Science & Technology, Kochi, India; Department of Electronics, Cochin University of Science & Technology, Kochi, India; Department of Electronics, Cochin University of Science & Technology, Kochi, India; Department of Electronics, Cochin University of Science & Technology, Kochi, India; Department of Electronics, Cochin University of Science & Technology, Kochi, India",2021 International Symposium on Ocean Technology (SYMPOL),"4 Feb 2022","2021","","","1","4","Enhancing degraded underwater images is a challenging problem for researchers. Deep learning approaches can significantly provide improvement in image restoration and enhancement. Moreover automatic analysis of marine digital data has a high research demand. This paper aims to introduce a fully connected convolutional neural network for dehazing underwater images. The low level and high level features are integrated by an encoder-decoder deep framework which helps to recover the hazy image. The proposed method is evaluated quantitatively and qualitatively on Underwater Image Enhancement Benchmark dataset (UIEB). The model outperforms existing methods in terms of metrics: SSIM, PSNR and MSE and has the ability to dehaze underwater images retaining fine details.","2326-5566","978-1-6654-3617-5","10.1109/SYMPOL53555.2021.9689441","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9689441","Dehazing;Encoder-Decoder;Underwater Images;Deep Learning","Measurement;Marine technology;Deep learning;Analytical models;Benchmark testing;Image restoration;Decoding","","10","","10","IEEE","4 Feb 2022","9-11 Dec. 2021","9-11 Dec. 2021","IEEE","IEEE Conferences"
"DFR-Net: Density Feature Refinement Network for Image Dehazing Utilizing Haze Density Difference","Z. Wang; H. Zhao; L. Yao; J. Peng; K. Zhao","East China University of Science and Technology, Shanghai, China; East China University of Science and Technology, Shanghai, China; East China University of Science and Technology, Shanghai, China; East China University of Science and Technology, Shanghai, China; East China University of Science and Technology, Shanghai, China",IEEE Transactions on Multimedia,"24 Apr 2024","2024","26","","7673","7686","In the image dehazing task, the haze density is a key feature that affects the performance of dehazing methods. The haze density difference, which has rarely been utilized in previous methods, can guide networks to perceive different global densities and focus on local areas with high density or that are difficult to dehaze. In this paper, we propose a density-aware dehazing method named the Density Feature Refinement Network (DFR-Net), which extracts haze density features from density differences and leverages density differences to refine density features. In DFR-Net, we first generate a proposal image that has a lower overall density than the hazy input, resulting in global density differences. Additionally, the dehazing residual of the proposal image reflects the level of dehazing performance and provides local density differences that indicate localized hard dehazing or high-density areas. Subsequently, we introduce a Global Branch (GB) and a Local Branch (LB) to achieve density awareness. In GB, we use Siamese networks for feature extraction of hazy inputs and proposal images, and we propose a Global Density Feature Refinement (GDFR) module that can refine features by pushing features with different global densities further away. In LB, we explore local density features from the dehazing residuals between hazy inputs and proposal images and introduce an Intermediate Dehazing Residual Feedforward (IDRF) module to update local features and pull them close to clear image features. Sufficient experiments demonstrate that the proposed method outperforms state-of-the-art methods on various datasets.","1941-0077","","10.1109/TMM.2024.3369979","National Natural Science Foundation of China(grant numbers:62173143,61973122); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10444969","Deep learning;density-aware;image dehazing;image enhancement;image restoration","Feature extraction;Proposals;Image restoration;Atmospheric modeling;Task analysis;Robustness;Refining","","10","","54","IEEE","26 Feb 2024","2024","","IEEE","IEEE Journals"
"Effect of patch size and haziness factor on visibility using DCP","S. Banerjee; S. Roy; S. S. Chaudhuri","ETCE Department, Jadavpur University, Kolkata, India; ECE Department, Narula Institute of Technology, Kolkata, India; ETCE Department, Jadavpur University, Kolkata, India",2017 2nd International Conference for Convergence in Technology (I2CT),"21 Dec 2017","2017","","","203","206","Outdoor images get corrupted due to fog and mist. Many techniques have been adopted to obtain to solve this problem but no such optimum solution is reached since each image has its own unique features. Dark channel prior method gives a significant idea about the amount of airlight responsible for the formation of haze. Dark channel with contrast controller and sky masking improves the visibility and also makes the method time efficient. But this method suffers from some artifacts. Here in this paper a novel technique has been introduced which can remove all the artifacts present in all the previous methods and also increases the visibility to such a level that even minute details in the haze free image can be easily viewed.","","978-1-5090-4307-1","10.1109/I2CT.2017.8226121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8226121","Dehaze;dark channel prior;artifacts;patchsize;omega;scale factor","Image color analysis;Atmosphere;Attenuation;Image restoration;Aerosols;Estimation;Colored noise","","1","","9","IEEE","21 Dec 2017","7-9 April 2017","7-9 April 2017","IEEE","IEEE Conferences"
"Single Image Dehazing Using Dark Channel Prior With Median Filter and Contrast Enhancement","P. K. Sonkar; K. Raj","Electronics Engineering, HBTU, Kanpur, India; Electronics Engineering, HBTU, Kanpur, India",2020 IEEE International Conference for Innovation in Technology (INOCON),"1 Jan 2021","2020","","","1","6","Aerosols such asdust particles, water droplets, haze, fog degraded the standard of an image taken by the camera. In many applications of an image such as a video surveillance system, a navigation application, remote sensing use image as an input. These images are affected by environmental pollution due to the scattering of aerosols. Image disorientated its standard and not suitable for the vision system. There is a need to restore the image taken as input to the vision system. There are a lot of techniques, which can restore the image as its natural content. Dark Channel Prior is a key attribute to the restoration of degrade image. In this paper we use DCP method and median filter to rectify the transmission map and use AGCWD (adaptive gamma correction with weighting distribution) to enhance the contrast of final dehaze image. On seeing this quality of an output image this method provide finer and efficient outcomes. For the quality evaluation of these outcomes we use different parameter PSNR, MSE and IE. We compare these results with existing algorithm.","","978-1-7281-9744-9","10.1109/INOCON50539.2020.9298408","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9298408","Haze formation model;Image Dehazing;Dark Channel Prior;Filter","Mathematical model;Image restoration;Maximum likelihood detection;Nonlinear filters;Standards;Scattering;Histograms","","4","","19","IEEE","1 Jan 2021","6-8 Nov. 2020","6-8 Nov. 2020","IEEE","IEEE Conferences"
"Single I mage Haze Removal Based on Concentration Scale Prior","D. Li; G. Tang; L. Zhao; X. Zhang; X. Ye","College of Mathematics and Physics, Wenzhou University, Zhejiang, China; College of Mathematics and Physics, Wenzhou University, Zhejiang, China; College of Computer Science and Artificial Intelligence, Wenzhou University, Zhejiang, China; College of Computer Science and Artificial Intelligence, Wenzhou University, Zhejiang, China; College of Computer Science and Artificial Intelligence, Wenzhou University, Zhejiang, China",2020 5th International Conference on Computer and Communication Systems (ICCCS),"16 Jun 2020","2020","","","309","313","Haze is a major degradation factor in outdoor images. Removing haze from a single image is an ill-posed problem and the performance of existing prior-based image dehazing methods is limited by the effectiveness of hand-designed features. In this paper, new dehazing method is introduced which is refined using gamma transformation and does not utilize the traditional atmospheric scattering model. The proposed method restores haze-free images without reference to corresponding clear image or estimating a depth-dependent transmission map. A novel, simple and powerful Concentration Scale Prior (CSP) is then utilized for haze removal in a single haze image to enhance gamma transformation, and its performance is verified. Experimental results show that the proposed approach achieves superior dehazing performance compared to current state-of-the-art methods.","","978-1-7281-6136-5","10.1109/ICCCS49078.2020.9118551","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9118551","dehaze;gamma transformation;prior;concentration","Atmospheric modeling;Scattering;Image restoration;Image color analysis;Task analysis;Estimation;Deep learning","","","","23","IEEE","16 Jun 2020","15-18 May 2020","15-18 May 2020","IEEE","IEEE Conferences"
"A New Approach for Dehazing and Enhancement of Infrared Images","M. Nawaz; G. Raja; M. Qasim","Faculty of Electronics & Electrical Engg., University of Engineering and Technology, Taxila, Pakistan; Faculty of Electronics & Electrical Engg., University of Engineering and Technology, Taxila, Pakistan; Faculty of Electronics & Electrical Engg., University of Engineering and Technology, Taxila, Pakistan",2021 International Bhurban Conference on Applied Sciences and Technologies (IBCAST),"12 Apr 2021","2021","","","545","551","This paper proposes the implementation of an algorithm that dehazes and enhances outdoor infrared (IR) images. Dehazing is carried out through dark channel prior (DCP) and enhancement is achieved by multi-scale retinex (MSR) technique. The atmospheric light present in the haze concentrated image is approximated and a transmission map is estimated which separates out the concentration of haze. Enhancement of dehazed images is done by augmenting the image contrast directly instead of unraveling the physical model of image degradation. The reflectance component of image is acquired by approximating the atmospheric brightness of scene. Resulting images are then assimilated in optical attenuation model to recover the final output image. The proposed method is implemented using MATLAB and is validated by assessing the images according to their average gradient, information entropy, and root mean square error. Experimental results show that the proposed method can remove the haze concentration in images successfully and enhance them significantly.","2151-1411","978-1-6654-0516-4","10.1109/IBCAST51254.2021.9393238","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9393238","Haze removal;DCP;MSR;IR images;image enhancement","Reflectivity;Atmospheric modeling;Surveillance;Real-time systems;Mathematical model;Optical reflection;Root mean square","","2","","12","IEEE","12 Apr 2021","12-16 Jan. 2021","12-16 Jan. 2021","IEEE","IEEE Conferences"
"Image Defogging Improvement Under Non-uniform Fog Concentration","D. Chen","College of Electronic and Information Engineering, Shandong University of Science and Technology, Qingdao, China","2020 International Conference on Information Science, Parallel and Distributed Systems (ISPDS)","18 Nov 2020","2020","","","31","34","Atmospheric scattering model is the main method of image defogging. Aiming at the defects of the existing defogging algorithms in different aspects, this paper puts forward some improvement measures based on the analysis of the defects of the existing defogging methods. In view of the irrationality of estimation of atmospheric light and atmospheric scattering coefficient, a method of locating atmospheric light region based on edge extraction and a method of selecting atmospheric scattering coefficient based on fog concentration are proposed. The estimation of depth of field and transmittance is improved. Finally, adaptive contrast enhancement is carried out for foggy image. The effectiveness of the proposed method is verified by comparative experiments.","","978-1-7281-9668-8","10.1109/ISPDS51347.2020.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9258520","dehaze;atmospheric light location;adaptive atmospheric scattering coefficientt;transmittance correction","Information science;Image segmentation;Atmospheric measurements;Atmospheric modeling;Image edge detection;Scattering;Estimation","","","","7","IEEE","18 Nov 2020","14-16 Aug. 2020","14-16 Aug. 2020","IEEE","IEEE Conferences"
"Dehazing Images Using Vision Transformer Algorithm","A. Karthik; B. S. c. Reddy; R. M; S. G. K","Department of Computing Technologies, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu; Department of Computing Technologies, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu; Department of Computing Technologies, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu; Department of Computing Technologies, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu",2025 International Conference on Multi-Agent Systems for Collaborative Intelligence (ICMSCI),"27 Feb 2025","2025","","","833","839","Image dehazing is an important task to obtain clear images from blurry vision in low vision individuals. Although traditional methods and deep learning have made progress in this field, there are still challenges, especially in solving the real-life haze problem. This paper studies the application of Vision Transformer architecture, especially the Dehaze Former model, to improve the image dehazing performance. We present a new dataset that provides a comprehensive evaluation of the capabilities of Dehaze Former for difficult haze conditions (and perform function adjustments), and it outperforms existing models using state- of-the-art techniques when measured with new data. We propose several metrics to validate our findings, such as peak signal-to-noise ratio (PSNR) and structural similarity index (SSIM). Also a good comparison shows the effectiveness of this model in preserving image details and reducing artifacts. This research contributes to the advancement of image dehazing technology by demonstrating the ability of Vision Transformers to process grassy lawns. The insights gained from this study not only highlight the strengths of the Dehaze Former model, but also pave the way for future explorations into dehazing performance using Transformer-based architectures","","979-8-3315-0982-8","10.1109/ICMSCI62561.2025.10894690","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10894690","Image Dehazing;Vision Transformer;Single Image Restoration;Deep Learning;Non-Homogeneous Haze;Dataset","Computer vision;Technological innovation;PSNR;Computational modeling;Noise;Computer architecture;Transformers;Image restoration;Indexes;Meteorology","","","","25","IEEE","27 Feb 2025","20-22 Jan. 2025","20-22 Jan. 2025","IEEE","IEEE Conferences"
"Single Image Dehazing Method under the Influence of Un-uniform Illumination","W. Zhang; S. Gao; J. Chi; H. Liu; Y. Zhou","Department of Computer Science and Technology, Shandong Provincial Key Laboratory of Digital Media Technology, Jinan, china; Department of Computer Science and Technology, Shandong Provincial Key Laboratory of Digital Media Technology, Jinan, china; Department of Computer Science and Technology, Shandong Provincial Key Laboratory of Digital Media Technology, Jinan, china; Department of Computer Science and Technology, Shandong Provincial Key Laboratory of Digital Media Technology, Jinan, china; Department of Computer Science and Technology Shandong University, Jinan, China","2016 IEEE 14th Intl Conf on Dependable, Autonomic and Secure Computing, 14th Intl Conf on Pervasive Intelligence and Computing, 2nd Intl Conf on Big Data Intelligence and Computing and Cyber Science and Technology Congress(DASC/PiCom/DataCom/CyberSciTech)","13 Oct 2016","2016","","","233","238","Since the adverse effects may occur when the atmosphere value under un-uniform illumination is estimated, this paper proposed a dehazing method by using the homomorphic filtering technology. The innovation of this approach is that we use homomorphic filtering technology to remove un-uniform illumination firstly before obtaining its dark channel, then dehaze the pretreated image. During the process of transmission optimization, applying SLIC super pixel segmentation method to estimate the rough transmission rate, then we use guided filtering for a more accurate transmission. Besides, a new algorithm is proposed to estimate the atmosphere value aiming to the affects causing by un-uniform illumination. Experimental results show that this algorithm is efficient to avoid the degradation of hazed images, thus the image clarity could be improved.","","978-1-5090-4065-0","10.1109/DASC-PICom-DataCom-CyberSciTec.2016.59","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7588853","un-uniform illumination;dehaze;homomorphic filtering;dark channel prior","Lighting;Atmospheric modeling;Filtering;Image color analysis;Mathematical model;Scattering","","4","","20","IEEE","13 Oct 2016","8-12 Aug. 2016","8-12 Aug. 2016","IEEE","IEEE Conferences"
"Cycle-Consistent Adversarial Networks for Smoke Detection and Removal in Endoscopic Images","Z. Hu; X. Hu","School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China",2021 43rd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"9 Dec 2021","2021","","","3070","3073","During endoscopic surgery, smoke removal is important and meaningful for increasing the visual quality of endoscopic images. However, unlike natural image dehaze, it is practical impossible to build a large paired endoscopic image training dataset with/without smoke. Therefore, in this paper, we propose a new approach, called Desmoke-CycleGAN, which combined detection and removal of smoke together, to improve the CycleGAN model for endoscopic image smoke removal. The detector can provide information about smoke locations and densities, which helps the GAN model to be more stable and efficient for smoke removal. Although some imperfections still exist, the experimental results have demonstrated that this method outperforms other state-of-the-art smoke removal approaches with unpaired real endoscopic images.Clinical Relevance— This can help improve the visibility in endoscopic surgery and to get smoke-free endoscopic images with better quality.","2694-0604","978-1-7281-1179-7","10.1109/EMBC46164.2021.9629657","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9629657","","Training;Visualization;Medical devices;Image color analysis;Semantics;Surgery;Detectors","Endoscopy","6","","20","IEEE","9 Dec 2021","1-5 Nov. 2021","1-5 Nov. 2021","IEEE","IEEE Conferences"
"A Comparative Study on Single Image Dehazing using Deep Learning-Based Techniques","D. Rawat; K. Singh","Department of Computer Science, Delhi Technological University, Delhi, India; Department of Computer Science, Delhi Technological University, Delhi, India","2023 5th International Conference on Advances in Computing, Communication Control and Networking (ICAC3N)","5 Jun 2024","2023","","","783","789","Hazy environments significantly reduce the quality of digital images since haze varies with the scene depth. As a result, removing the haze from the original image is critical. Since deep learning techniques have been introduced, dehazing an image becomes much more efficient. This paper discusses a comparative study of different deep learning-based techniques to dehaze images. The techniques are briefly discussed along with the methodology and loss functions. The techniques have been quantitatively measured using some popular metrics like SSIM and PSNR. The paper provides a discussion of various datasets available for image dehazing. Finally, a quantitative analysis of different dehazing techniques along with the conclusion is provided.","","979-8-3503-3086-1","10.1109/ICAC3N60023.2023.10541689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10541689","Image dehazing review;CNN;GANs;atmospheric scattering;learning-based","Deep learning;Measurement;Statistical analysis;Digital images;Computational modeling;Generative adversarial networks;Mathematical models","","1","","39","IEEE","5 Jun 2024","15-16 Dec. 2023","15-16 Dec. 2023","IEEE","IEEE Conferences"
"Self-iteration Image Haze Removal Using a Deep Curve-dehazing Model","W. Liu; R. Nan; J. Ma; X. Chen; G. Qiu","School of Computer Science and Engineering, Hubei Key Laboratory of Intelligent Robot, Wuhan Institute of Technology, Wuhan, China; School of Computer Science and Engineering, Hubei Key Laboratory of Intelligent Robot, Wuhan Institute of Technology, Wuhan, China; Electronic Information School, Wuhan University, Wuhan, China; School of Computer Science, University of Nottingham, Nottingham, UK; School of Computer Science, University of Nottingham, Nottingham, UK",IEEE Transactions on Circuits and Systems for Video Technology,"","2025","PP","99","1","1","This paper proposes a novel dehazing method termed Haze-Restoration Curve Model (HRCM), which transforms the single-image dehazing task into a specific curve estimation problem, achieving haze removal through an intuitive and simple nonlinear curve mapping. Unlike methods based on Atmospheric Scattering Model (ASM), HRCM does not require the computation of complex physical parameters. Instead, it estimates two intuitive curvature adjustment coefficients. Moreover, compared to recent end-to-end dehazing methods, HRCM circumvents the challenging modeling of static mapping functions, thereby improving the generalization ability and dehazing performance of the model. All of these are attributed to a meticulously designed dehazing curve, which first reversing the hazy image to highlight obscured regions, and then specifies a set of high-order functions to remap hazy pixels for image restoration. Moreover, to estimate the curve parameters, we designed a dual-branch Deep Dehaze Curve Estimation Network(DDCEN), which consists of the Residual Swin Transformer Block(RTSB) and the Large kernel convolutional Attention Block(LAB). Specifically, RTSB captures the global fog density distribution features of foggy images by introducing window self-attention and shifted window mechanisms, providing support for global semantic information for subsequent parameter estimation. LAB captures local multi-scale features by constructing a large receptive field, and uses the attention mechanism of feature pooling in horizontal and vertical directions to focus on detail regions, refining the local details of the parameter map. Extensive experiments on synthetic and real-world hazy image datasets demonstrate that the proposed approach achieves superior performance in terms of quantitative accuracy and subjective visual quality compared to the current state-of-the-art methods. The source code of our HRCM is available at https://github.com/larrylanrui/HRCM.","1558-2205","","10.1109/TCSVT.2025.3630267","Science and Technology Research Project of Hubei Provincial Department of Education(grant numbers:Q20201507); Found of National Engineering Research Center for Water Transport Safety(grant numbers:No. A202402); National Natural Science Foundation of China(grant numbers:52371373, 62001334); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11232477","Single Image dehazing;Curve-dehazing Model;Curve Estimation","Image restoration;Atmospheric modeling;Estimation;Computational modeling;Iterative methods;Image dehazing;Deep learning;Scattering;Image color analysis;Accuracy","","","","","IEEE","7 Nov 2025","","","IEEE","IEEE Early Access Articles"
"An Adaptive Underwater Image Enhancement Framework via Multidomain Fusion and Color Compensation","Y. Tian; K. Yao; X. Yu; T. Zhou; S. Xu","Southampton Ocean Engineering Joint Institute, Harbin Engineering University, Harbin, China; Southampton Ocean Engineering Joint Institute, Harbin Engineering University, Harbin, China; National Key Laboratory of Underwater Acoustic Technology, Key Laboratory of Marine Information Acquisition and Security, College of Underwater Acoustic Engineering, Harbin Engineering University, Harbin, China; National Key Laboratory of Underwater Acoustic Technology, Key Laboratory of Marine Information Acquisition and Security, College of Underwater Acoustic Engineering, Harbin Engineering University, Harbin, China; School of Information Engineering, Yancheng Institute of Technology, Yancheng, China",IEEE Sensors Journal,"13 Jan 2026","2026","26","2","2594","2604","Underwater image enhancement is essential for various applications, including marine exploration, ecological monitoring, and robotic vision. However, the complex absorption and scattering characteristics of the underwater environment often cause severe color distortion, contrast degradation, and visual noise, particularly under varying illumination, turbidity, and water conditions. To address these challenges, we propose an adaptive underwater image enhancement framework (AUIEF) that is both physically inspired and perceptually guided. The framework consists of three dedicated stages: a preprocessing module that employs hybrid multiscale illumination normalization and wavelet-guided denoising to handle nonuniform lighting and spatial noise; an adaptive underwater dehaze compensation (AUDC) module that recovers wavelength-dependent color attenuation through spectral absorption modeling; and a perceptual-driven color balance (PDCB) module that optimizes color presentation using the CIEDE2000 metric to align with human visual perception. Notably, the proposed framework operates in a training-free manner without requiring any pretrained datasets, ensuring computational efficiency and strong adaptability to diverse real-time underwater scenarios. Extensive experiments on two benchmark datasets (Underwater Image Enhancement Benchmark Dataset (UIEBD) and U45) demonstrate that AUIEF achieves state-of-theart (SOTA) performance in visibility enhancement, noise suppression, and color fidelity, validating its effectiveness and practical value for underwater imaging applications.","1558-1748","","10.1109/JSEN.2025.3637568","National Key Research and Development Program of China(grant numbers:2024YFB3212900,2024YFB3212905); National Natural Science Foundation of China (NSFC)(grant numbers:42306212,U2441254); Natural Science Foundation of Heilongjiang Province(grant numbers:LH2023D018); Stable Supporting Fund of Acoustics Science and Technology Laboratory(grant numbers:JCKYS2024604SSJS00302); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11278514","Adaptive compensation;multidomain fusion;underwater image enhancement","Image color analysis;Colored noise;Lighting;Degradation;Adaptation models;Image enhancement;Real-time systems;Image restoration;Computational modeling;Robots","","","","45","IEEE","4 Dec 2025","15 Jan.15, 2026","","IEEE","IEEE Journals"
"Single Image Dehazing using Deep Neural Networks","N. Doshi; S. Bhavsar; R. D; S. R","Department of Data Science and Business Systems, School of Computing, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu, India; Department of Data Science and Business Systems, School of Computing, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu, India; Department of Data Science and Business Systems, School of Computing, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu, India; Department of Computing Technologies, School of Computing, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu, India","2023 International Conference on Advances in Computing, Communication and Applied Informatics (ACCAI)","4 Aug 2023","2023","","","1","9","In dusty and hazzy circumstances, pictures caputured tend to be unclear. To tackle this challenge researchers have founded different image-dehazing approaches. Lately, high quality pictures which could be used to extract maximal data from autonomous systems are in great demand. In order to minimize the haze from the picture, this research study uses various deep learning (also known as DL) architectures to identify the information recovered and extract key details from the image. The research paper focuses on utilizing deep learning techniques to remove haze from clear images.The first phase of the suggested architecture involves applying multiple pre-processing methods, including estimating the airlight, implementing contextual regularization and boundary constraints, as well as contrast enhancement techniques (CS, CLAHE, HE) and Image Fusion. The subsequent goal of this study is to pinpoint the optimal deep learning model that can produce clear images based on the resulting dehazed images. The quality of the dehazed images is evaluated by comparing them with clear images using metrics such as PSNR and SSIM. Experimental findings shows that Alex Net upon the implementation of pre-processing beats other state of the art techniques with regard to PSNR value and holds its own w.r.t SSIM values.","","979-8-3503-1590-5","10.1109/ACCAI58221.2023.10201161","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10201161","Convolutional neural networks;boundaryconstraint;Deep Learning;contextual regularization;AOD-Net (all in one dehaze- net)","Deep learning;Measurement;Image dehazing;Autonomous systems;Atmospheric modeling;Computer architecture;Data mining;Convolutional neural networks;Informatics;Image fusion","","4","","14","IEEE","4 Aug 2023","25-26 May 2023","25-26 May 2023","IEEE","IEEE Conferences"
"Ship Detection in Remote Sensing Image based on Faster R-CNN with Dilated Convolution","S. Wei; H. Chen; X. Zhu; H. Zhang","School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China; School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China; School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China; School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China",2020 39th Chinese Control Conference (CCC),"9 Sep 2020","2020","","","7148","7153","Ship detection based on remote sensing image can provide effective assistance for maritime reconnaissance, port and fisheries management. This paper mainly presents an improved Faster R-CNN algorithm for ship detection with dilated convolution. Firstly, the image of remote sensing ship is preprocessed. This paper uses dark channel prior method to dehaze image and enhance dehazed image quality by grey world algorithm. Second, The Faster R-CNN is improved in ship detection. The dilated convolutional is introduced into Faster R-CNN to increases its feature extraction capability. Finally, ship detection software platform is built. The remote ship image preprocessing and ship detection network is integrated into an application software. The ship detection network can be trained end to end. Experimental results on the HRSC2016 datasets illustrated that the proposed presents a good performance for ship detection task.","1934-1768","978-9-8815-6390-3","10.23919/CCC50068.2020.9189467","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9189467","Dilated convolution;Faster R-CNN;Image preprocessing;Ship detection","Marine vehicles;Convolution;Remote sensing;Image color analysis;Feature extraction;Object detection;Neural networks","","18","","16","","9 Sep 2020","27-29 July 2020","27-29 July 2020","IEEE","IEEE Conferences"
"Single Image Dehazing via Fusion of Multilevel Attention Network for Vision-Based Measurement Applications","G. Sahu; A. Seal; J. Jaworek-Korjakowska; O. Krejcar","Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing Jabalpur, Jabalpur, India; Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing Jabalpur, Jabalpur, India; Department of Automatic Control and Robotics, AGH University of Science and Technology, Kraków, Poland; Center for Basic and Applied Science, Faculty of Informatics and Management, University of Hradec Kralove, Hradec Kralove, Czech Republic",IEEE Transactions on Instrumentation and Measurement,"15 May 2023","2023","72","","1","15","Nowadays, researchers use vision-based measurement tools to record, detect, and monitor an atmospheric phenomenon called haze. It impedes the proper functioning of many outdoor industrial systems, such as autonomous driving, surveillance, satellite imagery, and so on. Conventional visibility restoration methods cannot accurately recover image quality due to inaccurate estimations of haze thickness and the presence of color-cast effects. Deep neural networks are evolving due to their ability to directly dehaze images from hazy scenes. Therefore, a unique attention-based end-to-end dehazing network named oval-net has been proposed in this study to restore clear images from its counterpart without employing the atmospheric scattering model. The oval-net is an encoder–decoder architecture that uses spatial and channel attention at each stage to focus on dominant and significant information while avoiding the transmission of irrelevant information from the encoder to the decoder, allowing quicker convergence. The proposed approach outperforms seven state-of-the-art algorithms in quantitative and qualitative assessments of a variety of synthetic and real-world hazy images, proving its effectiveness for vision-based industrial systems.","1557-9662","","10.1109/TIM.2023.3271753","Faculty of Informatics and Management, University of Hradec Kralove, Czech Republic(grant numbers:2204/2023); AGH University of Science and Technology, Kraków, Poland, through the Excellence Initiative-Research University Program; ARTIQ Project(grant numbers:ARTIQ/0004/2021); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10115496","Channel attention (CA);encoder–decoder;image dehazing;spatial attention (SA);UNet","Atmospheric modeling;Image restoration;Image color analysis;Atmospheric measurements;Feature extraction;Information filters;Discrete wavelet transforms","","47","","66","IEEE","4 May 2023","2023","","IEEE","IEEE Journals"
