Document Title,Authors,Author Affiliations,Publication Year,Abstract,DOI,PDF Link,Author Keywords,Article Citation Count,Patent Citation Count,Reference Count
Snowfall detection under bad visibility scene,H. Kawarabuki; K. Onoguchi,"Graduate School of Science and Technology, Hirosaki University, Hirosaki, Japan; Graduate School of Science and Technology, Hirosaki University, Hirosaki, Japan",2014,"An effect of weather is very critical in outdoor camera surveillance applications. So, we focus on bad weather by snow and we propose an algorithm of detecting snowfall from surveillance camera images. The proposed algorithm increases a contrast of an image by haze removal. A contrast of hazy image is reduced by haze color of atmosphere. When several haze colors exist in an image, the degree of contrast degradation is different for each haze color. To deal with this problem, the proposed method performs segmentation of an image for every haze color and estimates the airlight, the transmission, and the weight of dehaze in each segmentation area individually. Most of haze removal algorithms require a tone curve correction as post processing. However, it is very difficult to select an optimal tone curve correction for any image. To deal with this problem, we propose a novel algorithm that does not require any tone curve correction. The general haze removal algorithm treats only haze image. However, in the field of outdoor camera surveillance, it's desirable to realize the algorithm which can be applied to various weather conditions. Our algorithm can detect snowfall at high speed and stably not only in bad weather but also in good weather.",10.1109/ITSC.2014.6958181,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6958181,image processing;snowfall detection;haze removal;segmentation;background subtraction,2,,16
Multi-Scale Enhancement and Sharpening Method for Visible Light Images in Underground Coal Mines,C. Li; T. Zheng; S. Li; C. Yu; Y. Gong,"School of Artificial Intelligence, Beijing Technology and Business University, Beijing, China; School of Artificial Intelligence, Beijing Technology and Business University, Beijing, China; School of Artificial Intelligence, Beijing Technology and Business University, Beijing, China; School of Artificial Intelligence, Beijing Technology and Business University, Beijing, China; School of Artificial Intelligence, Beijing Technology and Business University, Beijing, China",2023,"The dusty and fog may cause inefficient production and safety hazard for staffs on the underground of coal mine. According to this characteristic, the visible image sharpening method is studied in our work. In fact, some known methods cannot fit on the underground of coal mine environment. Moreover, model complexity needs to be reduced to help real-time processing. Hereby, we provide a sharpening method based on multi-scale enhancement in this paper. The end-to-end Gated Context Aggregation Network (GCANet) is the baseline of the proposed one. Moreover, the multi-scale feature enhancement strategy is the key point to capture and fuse different level information. To reduce overall computational complexity of the model, a lightweight octave convolution is used to replace the classical convolution operation. In experiment part, the public dataset, i.e., RESIDE, and the measured underground coal mine dataset, i.e., Mine-dehaze, are sharpened by the proposed method. In addition, the sharpening result is compared with ones by some known methods, which can reveal the superiority of the proposed one.",10.1109/ICIVC58118.2023.10269802,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10269802,coal mining;visible images;image sharpening;multi-scale enhancement;octave convolution,2,,29
A New Approach for Dehazing and Enhancement of Infrared Images,M. Nawaz; G. Raja; M. Qasim,"Faculty of Electronics & Electrical Engg., University of Engineering and Technology, Taxila, Pakistan; Faculty of Electronics & Electrical Engg., University of Engineering and Technology, Taxila, Pakistan; Faculty of Electronics & Electrical Engg., University of Engineering and Technology, Taxila, Pakistan",2021,"This paper proposes the implementation of an algorithm that dehazes and enhances outdoor infrared (IR) images. Dehazing is carried out through dark channel prior (DCP) and enhancement is achieved by multi-scale retinex (MSR) technique. The atmospheric light present in the haze concentrated image is approximated and a transmission map is estimated which separates out the concentration of haze. Enhancement of dehazed images is done by augmenting the image contrast directly instead of unraveling the physical model of image degradation. The reflectance component of image is acquired by approximating the atmospheric brightness of scene. Resulting images are then assimilated in optical attenuation model to recover the final output image. The proposed method is implemented using MATLAB and is validated by assessing the images according to their average gradient, information entropy, and root mean square error. Experimental results show that the proposed method can remove the haze concentration in images successfully and enhance them significantly.",10.1109/IBCAST51254.2021.9393238,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9393238,Haze removal;DCP;MSR;IR images;image enhancement,2,,12
On Real-Time Object Recognition by Single Image Dehazing Method Using Deep Learning Approach,S. Pathak; A. Doegar,"Department of Computer Science, National Institute of Technical Teachers Training and Research, Chandigarh, India; Department of Computer Science, National Institute of Technical Teachers Training and Research, Chandigarh, India",2023,"In the past decade, various haze removal techniques have been widely reported for object recognition. But hitherto little has been identified on the use of single image dehazing using transfer learning approach for object detection. Single image dehazing is an emerging computer vision technology which offers some of the extreme benefits over the existing techniques such as consumes less processing time, requires less space for real time dehaze purpose, etc. In this study, we combine both the object detection and image dehazing methods for real time applications such as-remote sensing, video surveillances, driverless automatic vehicles, etc. This paper presents an effective and efficient image dehazing method using transfer learning which helps to recognize objects in real time with more clarity and that can automatically detect objects with a high recognition rate and lesser probability of error. Our tests show that object detection becomes less accurate as the haze intensity increases; yet, under all haze circumstances (low, medium, or heavy), our jointly trained model AOD-net +YOLO v3 consistently outperforms non-joint and naïve YOLO v3 techniques.",10.1109/AECE59614.2023.10428470,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10428470,Single Image Dehazing;Object Detection algorithm;Joint Training;Transfer Learning;Deep Learning,2,,25
Domain Randomization on Deep Learning Models for Image Dehazing,A. F. Shamsuddin; A. P; K. Ragunathan; D. R. S. P. M; P. Sankaran,"Department of Electronics and Communication Engineering, National Institute of Technology Calicut, India; Department of Electronics and Communication Engineering, National Institute of Technology Calicut, India; Department of Electronics and Communication Engineering, National Institute of Technology Calicut, India; Department of Electronics and Communication Engineering, National Institute of Technology Calicut, India; Department of Electronics And Communication Engineering, NIT Calicut",2021,"Haze is a naturally occurring phenomenon that obstructs vision and affects the quality of images and videos. Recent literature has shown that deep learning-based image dehazing gives promising results both in terms of image quality and execution time. However, the difficulty of acquiring realworld hazy - clear paired images for training still remains a challenge. Widely available datasets use synthetically generated hazy images that suffer from flaws due to difficulty in acquiring accurate depth information to synthesize realistic-looking haze, causing a gap in the real and synthetic domain. In this paper, we propose the usage of domain randomization for image dehazing by generating a completely simulated training dataset for deep learning models. A standard UNET based dehazing model is trained on the simulated dataset without using any real-world data to obtain high quality dehazed images. The performance of the proposed approach is evaluated on the Sun-Dehaze dataset and RESIDE Standard (SOTS outdoor) dataset. We obtain favorable PSNR and SSIM scores on both sets and we also show how our approach yields better visual results compared to other learning-based approaches.",10.1109/NCC52529.2021.9530031,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9530031,,2,,22
AeroDehazeNet: Exploiting Selective Multi-Scale Transformers for Aerial Image Dehazing,K. Gonde; P. W. Patil; S. K. Vipparthi; S. Murala; P. Patil; V. Kimbahune,"Dr. D Y Patil Institute of Technology, Pimpri, India; Indian Institute of Technology, Guwahati, India; CVPR Lab, Indian Institute of Technology, Ropar, India; CVPR Lab, School of Computer Science and Statistics, Trinity College, Dublin, Ireland; Dr. D Y Patil Institute of Technology, Pimpri, India; Dr. D Y Patil Institute of Technology, Pimpri, India",2024,"Remote sensing is the task of analyzing and acquiring useful information from satellite images captured at a far distance from the earth’s surface. These images are vulnerable to degradation due to the presence of mist or haze. Existing methods either make use of prior information to estimate haze free images, or use CNN architectures based on generative adversarial networks (GANs) or Transformers. Though the state-of-the-art transformer-based architectures helped to dehaze the aerial images, they lacked the ability to capture multi-scale dependencies of the image. Identifying this shortcoming, we propose AeroDehazeNet based on a transformer that captures multi-scale dependencies along with global dependencies of the image. Our network comprises of three key components: (1) a multi-scale selective attention (MScA) network to attentively process the multi-scale information in an image, (2) residual attention network (RAN in feed forward network responsible for distilling non-degraded features passed from MScA, and (3) high frequency dominant skip connection (HFDS) block for passing diverse features (low frequency and high frequency) prominent with multi-scale edge features from encoder levels to adjacent decoder levels. The extensive quantitative and qualitative comparisons with existing methods on synthetic and realworld data plus exhaustive ablation study demonstrate the efficacy of our proposed network over transformer based state-of-the-art architectures with comparatively less number of parameters and FLOPs. Testing code is available at https://github.com/KartikGonde/AeroDehazeNet.",10.1109/AVSS61716.2024.10672614,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10672614,,2,,39
Improvement of visibility under foggy conditions,J. Andrade,"Universidad de Cuenca, Cuenca, Azuay, EC",2017,"Light scattering produced for bad weather conditions produces outdoor images with poor contrast and faded colors, these effects can be critical in applications such as video surveillance, driving assistance or autonomous navigation. This article introduces a novel algorithm to restore the contrast of images under adverse weather conditions e.g.; fog, mist or haze. The proposed method combines several techniques in order to provide a fast algorithm able to work with color as well as gray images. Although other deweathering methods require multiple images of the scene or information about the weather conditions or the scene structure the proposed method only requires a single image of the foggy scene and assumes heterogeneous atmospheric conditions which is a common feature in images affected for weather conditions. Experiment results on real-world datasets validate the effectiveness of the proposed method.",10.1109/TLA.2017.8071244,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8071244,black channel;contrast enhancement;Dehaze;depth estimation;foggy images,2,,
Object Recognition System under Hazy Condition for Automated Driving Systems,Y. Xu; K. Miyahara,"Japan Global Gateway Fujitsu Limited, Kanagawa, Japan; Graduate School of Science and Engineering, Kwansei Gakuin University, Hyogo, Japan",2023,"We propose an object recognition system for vehicles controlled by ""Automated Driving Systems (ADS)."" In particular, the proposed system aims at operating ""Minimum Risk Maneuver (MRM)"" for the ADS only with image sensors. The image sensors, digital cameras for example, often face difficulties in acquiring images with foggy, rainy and/or misty weather conditions. Even in such ""Hazy"" conditions, the object recognition system should be reliable to perform the MRM strategy. The proposed system consists of two sub-systems: image ""dehaze"" processing, and object detection. The implemented system was validated by several sample movies recorded in hazy condition on real roads. Experimental results show that the proposed system is applicable to real-time applications.",10.1109/CIS-RAM55796.2023.10370756,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10370756,automated vehicle;haze removal;object recognition,2,,16
Real-Time Implementation of Modified LD-NET using Docker on NVIDIA Jetson Nano for Image Dehazing Application,R. S. Adari; S. S. Mirthipati; N. Malothu; R. K. Jatoth,"Department of Electronics and Communication Engineering, Adikavi Nannaya University, Rajamahendravaram, Andhra Pradesh; Department of Electronics and Communication Engineering, Adikavi Nannaya University, Rajamahendravaram, Andhra Pradesh; Department of Electronics and Communication Engineering, National Institute of Technology Warangal, Telangana, India; Department of Electronics and Communication Engineering, National Institute of Technology Warangal, Telangana, India",2023,"Over the past few years, the majority of the industrial and surveillance sectors have observed visual sensor networks that record various images of the surrounding environment. The total surveillance systems are impacted by contaminated suspended air particles, which lowers the visual quality of the photos in stormy weather. Haze can interfere with motion analysis algorithms, leading to inaccurate tracking, trajectory prediction, or behaviour analysis of moving objects. The reduced visibility caused by hazing makes it difficult to capture and analyse the motion patterns and velocities of objects accurately. To tackle these challenges, we have used the Light-Dehaze Net (LD-Net) based on the Convolutional Neural Network algorithm in Deep Learning. Our suggested LD-Net uses a transformed atmospheric scattering model to jointly estimate the transmission map and the atmospheric light, in contrast to current learning-based methods that measure the transmission map and the atmospheric light separately. We implemented this LD-net model on NVIDIA Jetson Nano for real-time image dehazing application. Furthermore, we have added a Docker container to this implementation, where this container encapsulates the application and all its dependencies, including libraries, frameworks, and runtime environments. This portability allows the containerized application to run consistently across different environments.",10.1109/CVMI59935.2023.10464528,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10464528,Haze removal;Convolutional neural network;LDNet;single image dehazing;Jetson Nano;Docker Container,2,,16
Multiscale fusion of depth estimations for haze removal,Y. -K. Wang; C. -T. Fan,"Department of Electrical Engineering Fu Jen Catholic University, New Taipei City, Taiwan; Graduate Institute of Applied Science and Engineering Fu Jen Catholic University, New Taipei City, Taiwan",2015,Restoration of haze images is important for the de-weathering issue in computer vision. The problem is ill-posed and can be regularized within a Bayesian context by using a probabilistic fusion model. This paper presents a multiscale depth fusion (MDF) method for dehazing from a single image. A linear model representing the stochastic residual of nonlinear filtering is first proposed. Multiscale filtering results are probabilistically blended into a fused depth map based on the model. The fusion is formulated as an energy minimization problem that incorporates spatial Markov dependency. An inhomogeneous Laplacian-Markov random field for the multiscale fusion regularized with smoothing and edge-preserving constraints is developed. The MDF method is experimentally verified by cluttered-depth image that is challenging for dehaze at finer details. Experimental results demonstrate that the accurate estimation of depth map by the proposed edge-preserved multiscale fusion should recover high-quality images with sharp details.,10.1109/ICDSP.2015.7252003,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7252003,,2,,23
Haze Mitigation in High-Resolution Satellite Imagery Using Enhanced Style-Transfer Neural Network and Normalization Across Multiple GPUs,B. H. Park; S. Chattopadhyay; J. Burgin,"Computer Science and Mathematics Division, Oak Ridge National Laboratory; School of Electrical and Computer Engineering, Purdue University; Geospatial Science and Human Security Division, Oak Ridge National Laboratory",2021,"Despite recent advances in deep learning approaches, haze mitigation in large satellite images is still a challenging problem. Due to amorphous nature of haze, object detection or image segmentation approaches are not applicable. Also it is practically infeasible to obtain ground truths for training. Bounded memory capacity of GPUs is another constraint that limits the size of image to be processed. In this paper, we propose a style transfer based neural network approach to mitigate haze in a large overhead imagery. The network is trained without paired ground truths; further, perception loss is added to restore vivid colors, enhance contrast and minimize artifacts. The paper also illustrates our use of multiple GPUs in a collective way to produce a single coherent clear image where each GPU dehazes different portions of a large hazy image.",10.1109/IGARSS47720.2021.9553574,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9553574,Convolutional Neural Networks;Cycle-GAN;Haze Mitigation;Remote Sensing,2,,10
A New Efficient Airborne Video Dehaze System for UCAV,J. WANG; C. -x. QIN; K. YANG; J. ZHEN; P. REN,"Electronic and Information College, Northwestern Polytechnical University, Xi’an, China; Electronic and Information College, Northwestern Polytechnical University, Xi’an, China; Electronic and Information College, Northwestern Polytechnical University, Xi’an, China; Electronic and Information College, Northwestern Polytechnical University, Xi’an, China; Electronic and Information College, Northwestern Polytechnical University, Xi’an, China",2019,"Arming at the problem of image degradation during the UCAV capture the image for the interested target in the haze day, we propose a novel system for video dehaze based on embedded technology. The system adopts TS1601 as the main unit for the whole hardware system to complete dehaze parameterization control, H.264 video compression processing and framing processing, peripheral interface design and control command response and other functions. This paper introduces the design of the system's design framework, software design frame and modules works. The experimental results indicate that the system can fulfill the demand of video dehaze in real time and have some advantages such as low power consumption, easy implement etc. It can achieve the demand of the airborne dehaze application.",10.1109/IGARSS.2019.8899073,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8899073,UCAV;airborne video;dehaze;ARM;serial port,1,,12
Research and Implementation of Image Dehazing Application with Controllable Haze Density Based on Dark Channel,X. Long; X. Dai,"Department of Information Engineering, Wuhan Business University, Wuhan, China; Department of Information Engineering, Wuhan Business University, Wuhan, China",2022,"In this paper, the application has been designed and developed for fuzzy removal of images using the OpenCV image processing library and the PyQt5 graphic framework, applying a dark channel image pre recovery algorithm, and this application can easily obtain dehazing images; The fuzzy elimination strength is controlled through the interface wheel and obtain haze concentration controllable dehaze image. It laid the foundation for further image processing, information acquisition and analysis.",10.1109/ICCSMT58129.2022.00026,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10143746,dark channel;dehazing;controllable dehaze image,1,,6
Single image dehazing algorithm using generative adversarial network based on feature pyramid network,X. Cao; J. Dong; S. Zhou; S. Zhao; D. Zhang,"School of Internet of Things, Nanjing University of Posts and Telecommunications, No. 9 Wenyuan Road, Qixia District, Nanjing City, Jiangsu Province, China; School of Internet of Things, Nanjing University of Posts and Telecommunications, No. 9 Wenyuan Road, Qixia District, Nanjing City, Jiangsu Province, China; School of Internet of Things, Nanjing University of Posts and Telecommunications, No. 9 Wenyuan Road, Qixia District, Nanjing City, Jiangsu Province, China; School of Internet of Things, Nanjing University of Posts and Telecommunications, No. 9 Wenyuan Road, Qixia District, Nanjing City, Jiangsu Province, China; School of Internet of Things, Nanjing University of Posts and Telecommunications, No. 9 Wenyuan Road, Qixia District, Nanjing City, Jiangsu Province, China",2020,"This paper proposes a single image dehazing algorithm using generative adversarial network (GAN) based on feature pyramid network (FPN). This method is an end-to-end image dehazing method, avoiding the physical model dependence. The generator uses MobileNet-V2 as the backbone network, and uses the FPN structure to improve the feature utilization rate of the image, combined with the discriminator formed by the convolutional neural network to form GAN that can improve the training stability and convergence of the generator. The model uses a lightweight MobileNet-V2 network, and the FPN structure also enables multiple-scale feature maps to be obtained while avoiding the use of direct scaling, thus reducing the computational power and memory requirements and allowing the model to operate with limited computational resources. We used the RESIDE training set to train our proposed model and conducted extensive experiments on the test set. The experimental results show that the algorithm has satisfactory results in terms of quality and speed.",10.1109/CVIDL51233.2020.00017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9270528,Dehaze;Generative Adversarial Network;Feature Pyramid Network;Convolutional Neural Network;MobileNet-V2,1,,17
Computationally Efficient CNN Based Smart Dehaze Net for Haze Removal of Biomedical Images,Padmadarsan; B. K.S; S. M.S,"Department of Electronics and Communication, Government Polytechnic College Neyyattinkara, Thiruvananthapuram, India; Department of Electronics and Communication, College of Engineering Thiruvananthapuram, Thiruvananthapuram, India; Department of Electronics and Communication, Directorate of Technical Education, Kerala, Thiruvananthapuram, India",2024,"Artificial Intelligence has made significant strides recently especially in the field of computer vision. It played a pivotal role in revolutionising the automation, reliability and robustness of the most modern biomedical applications like CT scan, PET scan, Fundoscopy etc. Due to the wide spread use of camera sensors for examining the internal organs like Liver, Gall bladder, Retina etc, haze free images are absolutely essential. Most of the images captured by the visual sensors have haze introduced due to various environmental factors like suspended particles in air which badly affects the fidelity of the images captured by camera sensors. Image dehazing is a process of removing the haze and thereby improving the overall image quality. Image dehazing finds extensive applications especially in the fields of surveillance systems, defence, air traffic control, traffic cameras, self-driven cars, under water imaging etc. In this paper a computationally efficient CNN architecture with eight convolution and three concatenation layers is proposed which removes the haze without much degradation in colour and contrast of the image. The Proposed model is trained on NYU2 dataset and provided a 166% hike in the PSNR when compared with the best of the available haze removal techniques. Also the BRISQUE value and entropy of the haze removed image went up by 80.95 %. and 100.78% respectively over the current state of the art haze removal techniques. Also the model shown 59% reduction in computational time.",10.1109/SPICES62143.2024.10779854,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10779854,Convolutional Neural Network;Fundoscopy;Nasoscopy;Endoscopy;ASM,1,,27
Image Defogging Algorithm for Smoke Conditions,Z. Cheng; S. Liu,"School of Equipment Engineering, Shenyang Ligong University, Shenyang, China; School of Equipment Engineering, Shenyang Ligong University, Shenyang, China",2024,"Aiming at the problems of colour distortion and low saturation that occur in pictures taken under smoke conditions, this essay proposes an photo enhancement algorithm for smoke conditions, which improves the visual quality and readability of the images by combining the dark-channel a priori de-fogging method and the Retinex algorithm. The processed images are also analysed and evaluated by subjective and information entropy, mean gradient, mean square error and peak signal-to-noise ratio to verify the validity of the algorithm in this essay.In this essay, the dark channel priori method and Retinex algorithm are combined and improved, which has the following advantages over traditional photo enhancement algorithms:1.The colour and details of the image are restored more real: the dark channel a priori dehaze algorithm is able to restore the real colour and details of the image while removing the haze, reducing the colour distortion and detail blurring problems caused by the haze. Combined with Retinex algorithm can further improve the colour quality and detail clarity of the picture, making the photo more realistic and clear.2.More significant image enhancement effect: The image enhancement method that combines the dark channel priori defog algorithm and the Retinex algorithm can obtain more significant enhancement effects than when one algorithm is used alone. This method of using two algorithms in tandem improves the visual quality of the image by taking into account the need for fog removal and colour detail enhancement.",10.1109/SPIC62469.2024.10691512,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10691512,Image processing;Dark Channel Prior;Retinex algorithm,1,,6
Dehazing of Satellite Images using Improved Dark Channel Prior Method based on Retinex Theory,M. Kalaiyarasi; N. Venkata Sireesha; G. Irin Loretta; D. S. Naga Malleswara Rao; S. Saravanan; K. Vijaya Bhaskar Reddy,"Department of ECE, Saveetha School of Engineering Saveetha Institute of Medical and Technical Sciences, SIMATS, Chennai; Department of Information Technology, Institute of Aeronautical Engineering Dundigal, Hyderabad, Telangana, India; Department of ECE, Saveetha School of Engineering Saveetha Institute of Medical and Technical Sciences, SIMATS, Chennai; Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad, Telangana, India; Department of EEE, B V Raju Institute of Technology, Narsapur, Telangana, India; Department of EEE, B V Raju Institute of Technology, Narsapur, Telangana, India",2023,"Satellite images often suffer from uneven haze, which degrades their quality and impedes various advanced tasks. In recent times, the use of deep learning for removing haze from satellite pictures has gained considerable interest. This study introduces the Retinex Dark Channel Prior (RDCP) technique to enhance the visual appeal of satellite imageries under foggy conditions. Initially, the foggy image is broken down into incident and reflected components, utilizing the principles of Retinex theory. Subsequently, the DCP defogging algorithm is employed to comprehend the foggy image degradation process. This approach ultimately yields a haze-free restored image. The method is tested on a dataset of 82 individual satellite images. Through simulation results, it’s evident that the proposed approach performs notably well, achieving a Peak Signal-to-Noise Ratio (PSNR) of 22% and a Structural Similarity Index Measure (SSIM) of 0.84 when compared against existing methodologies.",10.1109/ICOTL59758.2023.10435235,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10435235,Satellite image;Dehaze;Dark Channel Prior;Retinex theory;PSNR,1,,13
A Novel Framework for Satellite Image Dehazing Using Advanced Computational Techniques,S. Vishwakarma; Anuradha; D. Punj,"J.C. Bose University of Science and Technology, Faridabad, India; Department of Computer Science and Engineering, Symbiosis Institute of Technology, Pune, India; J.C. Bose University of Science and Technology, Faridabad, India",2024,"Satellite imagery information is used in many different ways; some of the more common ones are environmental and urban planning and disaster response. That is why haze has a highly negative impact on the quality and visibility of such images and their further usage. The following paper proposes an innovative approach to satellite images dehazing to enhance its value to professionals and researchers in the field. The ideas for the proposed method involve incorporating the use of machine learning algorithms into image enhancement procedures to adequately dehaze the images, increase image resolution, and enhance the efficiency of getting information from satellite images. Our approach involves a three-step process: seen as consisting of preprocessing, a dehazing network, and postprocessing. The preliminary processing generally includes initial enhancement operations such as histogram equalization and color stretch. The foundation of our framework is a deep learning-based dehazing network that uses CNNs, residual blocks, attention mechanisms, and GANs to dehaze and restore the images’ quality. Additional operations are performed in postprocessing; they include details enlargement, the removal of noise , and color correction so as to achieve natural and quality results. We evaluate our framework using two standard satellite image datasets: The users of the mentioned services are SateHaze1k and RICE. The effectiveness of the proposed method is evaluated by means of two quality measures, namely Peak Signal-to-Noise Ratio and Structural Similarity Index. Test results portray the efficiency of the proposed technique in dehazing with enhanced PSNR and SSIM values over other conventional and state-of-art works on machine learning-based dehazing methods. That is why our framework can provide the workable and scalable solution for the improvement of the satellite images’ clarity that would be the beneficial for its usage in numerous applications.",10.1109/ASIANCON62057.2024.10838055,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10838055,Satellite Image Dehazing;Advanced Computational Techniques;Convolutional Neural Networks (CNNs);Generative Adversarial Networks (GANs);Image Quality Enhancement,1,,31
Fusion strategy for single image dehazing,M. Jisha; K. Manju,"Govt Model Engineering College, Ernakulam, Kerala, India; Govt Model Engineering College, Ernakulam, Kerala, India",2015,"The objective of image enhancement is to process a given image so that the result is more suitable than the original image for a specific application. Images of scenes acquired in bad weather have poor contrasts and colors. It is known that the degradation of image quality due to bad weather is exponential in the depths of the scene points. Therefore, restoring scene colors and contrasts from a single image of the scene is inherently under-constrained. From this original degraded image, fusion strategy aims to dehaze the image and improve its visual quality. It is a single image approach that enhances the visibility of such degraded scenes by performing a haze detection first. For further preprocessing two inputs are derived, they are the white balanced and contrast enhanced versions of the original hazy image. Then certain weight maps are defined and these weight maps aim to increase the visibility of the scene. To minimize artifacts introduced by the weight maps, a multi-scale representation is designed. Finally fusion of these inputs and weight maps yields final dehazed output.",10.1109/GCCT.2015.7342728,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7342728,Single image Dehazing;Weight Maps and Multi-Scale Fusion,1,,25
Single Image Haze Removal with Nonlinear Complex Diffusion Process,S. Sultana; N. Akter; R. H. Faisal; M. Mostafijur Rahman,"Dept. of Computer Science and Engineering, University of Barishal, Barishal, Bangladesh; Dept. of Computer Science and Engineering, University of Barishal, Barishal, Bangladesh; Dept. of Computer Science and Engineering, University of Barishal, Barishal, Bangladesh; Dept. of Computer Science and Engineering, University of Barishal, Barishal, Bangladesh",2019,"Hazy image enhancement is one of the challenging fields in the area of image processing because the presence of haze reduces the visibility of outdoor images. In recent years, various algorithms have been introduced to remove haze. Most of the algorithms remove haze but hardly enhance the image with better contrast. In this paper, we have proposed an effective method for removing haze from the image. The main benefit of our method is that it dehazes image as well as preserves ramp edges providing better contrast of the image. The qualitative and quantitative comparison among few states of the art methods have been performed which show that our method gives better output images compared to those methods.",10.1109/ICASERT.2019.8934570,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8934570,Haze;Ramp Edge;Nonlinear Complex Diffusion Process;Contrast;Noise.,1,,20
A Multi-Feature Migration Fog Generation Model,X. Ai; J. Zhang; Y. Bai; H. Song,"College of Automation, Beijing Institute of Technology, Beijing, China; College of Automation, Beijing Institute of Technology, Beijing, China; College of Automation, Beijing Institute of Technology, Beijing, China; North Lianchuang Communication Co., Ltd, Beijing, China",2024,"The dehaze methods are limited because authenticity of the synthesized dataset has not yet met the requirements for dehazing in real-world scenarios. The traditional image domain migration methods exhibit an uneven problem in fog generation. We propose a characteristic transfer fog generative model (FogGAN) for the synthesis of haze datasets. Firstly, we propose a multi-feature fusion strategy for haze distribution based on the principle of atmospheric scattering. We use transmission maps, depth maps, and mask maps to obtain the distribution of haze and transfer the fused information to the source domain. Secondly, in order to improve the error fitting phenomenon of multicommon information in the target domain, we designed a multi-layer attention module (MAConv). It focuses the neural network on the features of fog and excludes interference from other content. To address the issue of missing details in generated images. We conducted experiments on the VOC2007 dataset. It demonstrates the effectiveness and the ability to improve existing dehaze methods.",10.1109/ICRCA60878.2024.10649102,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10649102,generate hazy images;multi-feature fusion;domain adaptation;dehaze methods;multicommon information,1,,26
Visibility enhancement for remote surveillance system,H. D. Bhoir; N. M. Dongre; R. R. Gulwani,"Department of Information Technology, Ramrao Adik Institute of Technology, Nerul, Navi Mumbai, India; Department of Information Technology, Ramrao Adik Institute of Technology, Nerul, Navi Mumbai, India; Department of Information Technology, Ramrao Adik Institute of Technology, Nerul, Navi Mumbai, India",2016,"An atmospheric conditions like fog as well as haze considerably degrades image quality in outdoor surveillances. Therefore in such a challenging environment it's become a need to have reliable dehazing technique which enhance the visibility of hazy images. In this, processing white balanced images is derived from original hazy image to retain natural rendition of images by discarding color cast that are caused by atmospheric color. To preserve the region with good visibility, important features are extracted by computing salient feature extraction map & foreground region preservation map and then enhance visibility in hazy regions by subtracting average luminance from original hazy image then contrast enhancing approach CLAHE(block based contrast enhancement) is used to enhance the local contrast of the image.",10.1109/INVENTIVE.2016.7830195,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7830195,dehaze;contrast lmited adaptive histogram equalization;enhancing,1,,17
A System for Fusing Color and Near-Infrared Images in Radiance Domain,K. C. Ng; J. Shen; C. M. Ho,"OPPO US Research Center, Palo Alto, CA; OPPO US Research Center, Palo Alto, CA; OPPO US Research Center, Palo Alto, CA",2021,"We designed and demonstrated a system that fused color and near-infrared (NIR) images in the radiance domain. The system is designed to enhance image quality captured in outdoor environments, especially in hazy weather conditions. Previous dehazing methods based on RGB-NIR fusion exist but have rarely addressed the issue of color fidelity and potential see-through effect of fusing with NIR image. The proposed system can dehaze and enhance image details while maintaining the color fidelity and protect privacy. By working in the radiance domain, the system could handle large brightness differences among the color and NIR images and achieve High Dynamic Range (HDR). We proposed two methods to correct the fusion color: linear scalings when raw images were used and color swapping with base-detail image decomposition in the presence of nonlinearity in the ISP pipeline. The system also had two clothing see-through prevention mechanisms to avoid ethical issue arising from the see-through effect of NIR image.",10.1109/ICCVW54120.2021.00229,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9607811,,1,,32
